course Name,Program,Year
ENGINEERING DESIGN AND INNOVATION - 4,BTech-Mechanical Engineering,TY
DESIGN THINKING - 4,BTech-Computer Science and Engineering (Artificial Intelligence),SY
ENGINEERING DESIGN AND INNOVATION - IV,BTech-Computer Science and Engineering (Artificial Intelligence),SY
DESIGN THINKING - 6,BTech-Chemical Engineering,TY
ENGINEERING DESIGN AND INNOVATION - 4,BTech-Chemical Engineering,TY
DESIGN THINKING - 6,BTech-Information Technology,TY
ENGINEERING DESIGN AND INNOVATION - 4,BTech-Information Technology,TY
INTERNATIONAL INTERNSHIP,BTech-Artificial Intelligence and Data Science,BTech
MODERN COMPUTER VISION,BTech-Instrumentation and Control Engineering,BTech
HUMAN MACHINE INTERACTION,BTech-Artificial Intelligence and Data Science,TY
HUMAN MACHINE INTERACTION,BTech-Chemical Engineering,TY
HUMAN MACHINE INTERACTION,BTech-Computer Engineering,TY
HUMAN MACHINE INTERACTION,BTech-Electronics and Telecommunication Engg,TY
HUMAN MACHINE INTERACTION,BTech-Information Technology,TY
HUMAN MACHINE INTERACTION,BTech-Instrumentation and Control Engineering,TY
HUMAN MACHINE INTERACTION,BTech-Mechanical Engineering,TY
SOCIAL SERVICE,DESH-DESH,FY
DESIGN THINKING - 2,DESH-DESH,FY
COMPUTATIONAL TECHNIQUES IN CHEMICAL ENGINEERING,DESH-DESH,FY
INTRODUCTION TO CHEMICAL ENGINEERING,DESH-DESH,FY
INDUSTRIAL AUTOMATION AND CONTROL,BTech-Electronics and Telecommunication Engg,BTech
BIOMEDICAL SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
Business Intelligence and Analytics,BTech-Artificial Intelligence and Data Science,BTech
MODELLING AND ANALYTICS FOR SUPPLY CHAIN MANAGEMENT,BTech-Mechanical Engineering,BTech
MODELLING AND ANALYTICS FOR SUPPLY CHAIN MANAGEMENT,BTech-Production Engineering,BTech
COMPUTATIONAL FLUID DYNAMICS FOR INCOMPRESSIBLE FLOWS,BTech-Production Engineering,BTech
COMPUTATIONAL FLUID DYNAMICS FOR INCOMPRESSIBLE FLOWS,BTech-Mechanical Engineering,BTech
DYNAMICS AND CONTROL OF MECHANICAL SYSTEMS,BTech-Production Engineering,BTech
DYNAMICS AND CONTROL OF MECHANICAL SYSTEMS,BTech-Mechanical Engineering,BTech
Python Programming and Applications,DESH-DESH,FY
Foundation of Cryptography,BTech-Information Technology,BTech
Reality Spectra,BTech-Information Technology,BTech
FROM CAMPUS TO CORPORATE,BTech-Artificial Intelligence and Data Science,BTech
DEIGN OF HEAT EXCHANGE DEVICE,MTech-Mechanical Engineering(Design),FY
FOUNDATION OF AWS CLOUD,BTech-Instrumentation and Control Engineering,BTech
FOUNDATION OF AWS CLOUD,BTech-Artificial Intelligence and Data Science,BTech
FOUNDATION OF AWS CLOUD,BTech-Computer Engineering,BTech
FOUNDATION OF AWS CLOUD,BTech-Electronics and Telecommunication Engg,BTech
FOUNDATION OF AWS CLOUD,BTech-Information Technology,BTech
"DESIGN, MANUFACTURING AND QUALITY CONTROL",BTech-Mechanical Engineering,BTech
"DESIGN, MANUFACTURING AND QUALITY CONTROL",BTech-Production Engineering,BTech
GOLANG FOR CONCURRENT PROGRAMMING,BTech-Artificial Intelligence and Data Science,TY
GOLANG FOR CONCURRENT PROGRAMMING,BTech-Computer Engineering,TY
GOLANG FOR CONCURRENT PROGRAMMING,BTech-Electronics and Telecommunication Engg,TY
GOLANG FOR CONCURRENT PROGRAMMING,BTech-Information Technology,TY
GOLANG FOR CONCURRENT PROGRAMMING,BTech-Instrumentation and Control Engineering,TY
PROBLEM SOLVING TECHNIQUES,BTech-Artificial Intelligence and Data Science,TY
PROBLEM SOLVING TECHNIQUES,BTech-Computer Engineering,TY
PROBLEM SOLVING TECHNIQUES,BTech-Electronics and Telecommunication Engg,TY
PROBLEM SOLVING TECHNIQUES,BTech-Mechanical Engineering,TY
PROBLEM SOLVING TECHNIQUES,BTech-Chemical Engineering,TY
PROBLEM SOLVING TECHNIQUES,BTech-Information Technology,TY
PROBLEM SOLVING TECHNIQUES,BTech-Instrumentation and Control Engineering,TY
DESIGN AND SIMULATION,BTech-Mechanical Engineering,TY
DESIGN PATTERNS IN PROGRAMMING,BTech-Artificial Intelligence and Data Science,SY
DESIGN PATTERNS IN PROGRAMMING,BTech-Computer Engineering,SY
DESIGN PATTERNS IN PROGRAMMING,BTech-Electronics and Telecommunication Engg,SY
DESIGN PATTERNS IN PROGRAMMING,BTech-Information Technology,SY
DESIGN PATTERNS IN PROGRAMMING,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),SY
DESIGN PATTERNS IN PROGRAMMING,BTech-Instrumentation and Control Engineering,SY
DESIGN PATTERNS IN PROGRAMMING,BTech-Computer Science and Engineering (Artificial Intelligence),SY
DATA INTELLIGENCE,BTech-Artificial Intelligence and Data Science,SY
DATA INTELLIGENCE,BTech-Computer Engineering,SY
DATA INTELLIGENCE,BTech-Electronics and Telecommunication Engg,SY
DATA INTELLIGENCE,BTech-Information Technology,SY
DATA INTELLIGENCE,BTech-Mechanical Engineering,SY
DATA INTELLIGENCE,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),SY
DATA INTELLIGENCE,BTech-Chemical Engineering,SY
DATA INTELLIGENCE,BTech-Instrumentation and Control Engineering,SY
DATA INTELLIGENCE,BTech-Computer Science and Engineering (Artificial Intelligence),SY
DRAFTING AND MODELLING,BTech-Mechanical Engineering,SY
GETTING STARTED WITH PYTHON,BTech-Chemical Engineering,SY
PROGRAMMING IN PYTHON,BTech-Chemical Engineering,TY
USER INTERFACE DESIGN,MTech-Computer Science and Engineering,FY
INDIAN KNOWLEDGE SYSTEMS,MTech-Computer Science and Engineering,FY
FUNDAMENTALS OF PROGRAMMING,DESH-DESH,FY
CRITICAL THINKING AND PROBLEM SOLVING,DESH-DESH,FY
COMPUTER NETWORK TECHNOLOGY,BTech-Computer Science and Engineering (Artificial Intelligence),TY
DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Science and Engineering (Artificial Intelligence),TY
ARTIFICIAL NEURAL NETWORKS,BTech-Computer Science and Engineering (Artificial Intelligence),TY
CLOUD COMPUTING,BTech-Computer Science and Engineering (Artificial Intelligence),TY
DESIGN THINKING - 5,BTech-Computer Science and Engineering (Artificial Intelligence),TY
ENGINEERING DESIGN AND INNOVATION - V,BTech-Computer Science and Engineering (Artificial Intelligence),TY
COMPUTER NETWORK TECHNOLOGY,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
DESIGN AND ANALYSIS OF ALGORITHMS,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
MACHINE LEARNING,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
CLOUD COMPUTING,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
DESIGN THINKING - 5,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
IBM Full Stack Software Developer,BTech-Artificial Intelligence and Data Science,BTech
IBM Full Stack Software Developer,BTech-Computer Engineering,BTech
IBM Full Stack Software Developer,BTech-Electronics and Telecommunication Engg,BTech
IBM Full Stack Software Developer,BTech-Information Technology,BTech
IBM Full Stack Software Developer,BTech-Instrumentation and Control Engineering,BTech
Meta Back-End Developer,BTech-Electronics and Telecommunication Engg,BTech
Meta Back-End Developer,BTech-Instrumentation and Control Engineering,BTech
IBM Back-End Developer,BTech-Artificial Intelligence and Data Science,BTech
IBM Back-End Developer,BTech-Computer Engineering,BTech
IBM Back-End Developer,BTech-Electronics and Telecommunication Engg,BTech
Microsoft Power BI Data Analyst,BTech-Artificial Intelligence and Data Science,BTech
Microsoft Power BI Data Analyst,BTech-Electronics and Telecommunication Engg,BTech
Tableau Business Intelligence Analyst,BTech-Information Technology,BTech
Tableau Business Intelligence Analyst,BTech-Electronics and Telecommunication Engg,BTech
Tableau Business Intelligence Analyst,BTech-Artificial Intelligence and Data Science,BTech
IBM Cybersecurity Analyst,BTech-Information Technology,BTech
IBM Cybersecurity Analyst,BTech-Instrumentation and Control Engineering,BTech
IBM Cybersecurity Analyst,BTech-Electronics and Telecommunication Engg,BTech
Microsoft Cybersecurity Analyst,BTech-Electronics and Telecommunication Engg,BTech
Microsoft Cybersecurity Analyst,BTech-Computer Engineering,BTech
Google Cybersecurity,BTech-Information Technology,BTech
Google Cybersecurity,BTech-Electronics and Telecommunication Engg,BTech
Google Cybersecurity,BTech-Artificial Intelligence and Data Science,BTech
Google Data Analytics,BTech-Instrumentation and Control Engineering,BTech
Google Data Analytics,BTech-Electronics and Telecommunication Engg,BTech
Google Data Analytics,BTech-Electronics Engineering,BTech
IBM Data Analyst,BTech-Electronics and Telecommunication Engg,BTech
IBM Data Engineering,BTech-Electronics and Telecommunication Engg,BTech
IBM Data Engineering,BTech-Computer Engineering,BTech
Meta Database Engineer,BTech-Electronics and Telecommunication Engg,BTech
Meta Database Engineer,BTech-Artificial Intelligence and Data Science,BTech
IBM Data Science,BTech-Electronics and Telecommunication Engg,BTech
IBM Data Science,BTech-Computer Engineering,BTech
Fractal Data Science,BTech-Electronics and Telecommunication Engg,BTech
IBM Data Warehouse Engineer,BTech-Computer Engineering,BTech
IBM DevOps and Software Engineering,BTech-Computer Engineering,BTech
IBM DevOps and Software Engineering,BTech-Instrumentation and Control Engineering,BTech
IBM DevOps and Software Engineering,BTech-Information Technology,BTech
IBM DevOps and Software Engineering,BTech-Electronics and Telecommunication Engg,BTech
IBM DevOps and Software Engineering,BTech-Artificial Intelligence and Data Science,BTech
Google Digital Marketing and E-Commerce,BTech-Electronics and Telecommunication Engg,BTech
Meta Front-End Developer,BTech-Electronics and Telecommunication Engg,BTech
IBM Front-End Developer,BTech-Instrumentation and Control Engineering,BTech
IBM Front-End Developer,BTech-Electronics and Telecommunication Engg,BTech
IBM Front-End Developer,BTech-Artificial Intelligence and Data Science,BTech
Google IT Support,BTech-Electronics and Telecommunication Engg,BTech
IBM Mainframe Developer,BTech-Computer Engineering,BTech
Akamai Network Engineering,BTech-Instrumentation and Control Engineering,BTech
Akamai Network Engineering,BTech-Electronics and Telecommunication Engg,BTech
Google Project Management,BTech-Instrumentation and Control Engineering,BTech
Google Project Management,BTech-Electronics and Telecommunication Engg,BTech
Google Project Management,BTech-Artificial Intelligence and Data Science,BTech
Salesforce Sales Development Representative,BTech-Computer Engineering,BTech
AWS Cloud Technology Consultant,BTech-Instrumentation and Control Engineering,BTech
AWS Cloud Technology Consultant,BTech-Information Technology,BTech
AWS Cloud Technology Consultant,BTech-Electronics and Telecommunication Engg,BTech
AWS Cloud Technology Consultant,BTech-Artificial Intelligence and Data Science,BTech
Google UX Design,BTech-Instrumentation and Control Engineering,BTech
Google UX Design,BTech-Information Technology,BTech
Google UX Design,BTech-Electronics and Telecommunication Engg,BTech
Google UX Design,BTech-Artificial Intelligence and Data Science,BTech
Google UX Design,BTech-Computer Engineering,BTech
TRANSDUCERS AND SIGNAL CONDITIONING,BTech-Instrumentation and Control Engineering,SY
VLSI Design Flow: RTL to GDS,BTech-Electronics and Telecommunication Engg,BTech
CLOUD COMPUTING,BTech-Information Technology,TY
ENGINEERING DESIGN AND INNOVATION - V,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
DATA STRUCTURES,BTech-Artificial Intelligence and Data Science,SY
IBM Full Stack Software Developer,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
IBM Back-End Developer,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
Microsoft Cybersecurity Analyst,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
IBM Data Engineering,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
IBM Data Science,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
IBM DevOps and Software Engineering,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
APPLIED COMPUTATIONAL FLUID DYNAMICS,BTech-Mechanical Engineering,BTech
MICROFLUIDICS AND NANOFLUIDICS,BTech-Mechanical Engineering,BTech
ENERGY CONSERVATION AND WASTE HEAT RECOVERY,BTech-Mechanical Engineering,BTech
WORK SYSTEM DESIGN,BTech-Mechanical Engineering,BTech
INDUSTRIAL POLLUTION CONTROL,BTech-Chemical Engineering,BTech
REASONING AND APTITUDE DEVELOPMENT,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Artificial Intelligence and Data Science,SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Chemical Engineering,SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Computer Engineering,SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Computer Science and Engineering (Artificial Intelligence),SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Electronics and Telecommunication Engg,SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Information Technology,SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Instrumentation and Control Engineering,SY
REASONING AND APTITUDE DEVELOPMENT,BTech-Mechanical Engineering,SY
REASONING AND APTITUDE DEVELOPMENT,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Artificial Intelligence and Data Science,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Chemical Engineering,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Computer Engineering,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Computer Science and Engineering (Artificial Intelligence),TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Electronics and Telecommunication Engg,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Information Technology,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Instrumentation and Control Engineering,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Mechanical Engineering,TY
REASONING AND APTITUDE DEVELOPMENT,BTech-Electronics Engineering,TY
BASICS OF GAME DEVELOPMENT,BTech-Artificial Intelligence and Data Science,TY
BASICS OF GAME DEVELOPMENT,BTech-Computer Engineering,TY
BASICS OF GAME DEVELOPMENT,BTech-Computer Science and Engineering (Artificial Intelligence),TY
BASICS OF GAME DEVELOPMENT,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
BASICS OF GAME DEVELOPMENT,BTech-Information Technology,TY
DATA ENGINEERING,BTech-Computer Engineering,TY
MAINFRAME TECHNOLOGIES,BTech-Computer Engineering,TY
MAINFRAME TECHNOLOGIES,BTech-Information Technology,TY
MAINFRAME TECHNOLOGIES,BTech-Artificial Intelligence and Data Science,TY
MAINFRAME TECHNOLOGIES,BTech - Computer Science and Engineering (Artificial Intelligence and Machine Learning),TY
MAINFRAME TECHNOLOGIES,BTech-Computer Science and Engineering (Artificial Intelligence),TY
DESIGN THINKING - 7,BTech-Electronics and Telecommunication Engg,BTech
DESIGN THINKING - 7,BTech-Artificial Intelligence and Data Science,BTech
DESIGN THINKING - 7,BTech-Chemical Engineering,BTech
DESIGN THINKING - 7,BTech-Computer Engineering,BTech
DESIGN THINKING - 7,BTech-Information Technology,BTech
DESIGN THINKING - 7,BTech-Instrumentation and Control Engineering,BTech
DESIGN THINKING - 7,BTech-Mechanical Engineering,BTech
INDIAN KNOWLEDGE SYSTEMS,MTech-Mechanical Engineering(Design),FY
AI/ML CREDIT PROGRAM,BTech-Artificial Intelligence and Data Science,BTech
Coursera,BTech-Computer Engineering,BTech
